Country Name,Series Name,Time,Value
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2009,3.5
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2010,3.5
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2011,3.5
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2012,3.5
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2013,3.5
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2014,3.5
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2015,3.5
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2016,3.5
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2017,3.5
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2018,3.5
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2019,3.5
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2020,3.5
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2021,3.5
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2022,3.5
Uzbekistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2023,
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1960,
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1961,
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1962,
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1963,
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1964,
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1965,
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1966,
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1967,
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1968,
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1969,
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1970,
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1971,
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1972,
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1973,
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1974,
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1975,
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1976,
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1977,
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1978,
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1979,
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1980,
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1981,
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1982,
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1983,
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1984,
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1985,
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1986,
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1987,
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1988,
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1989,
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1990,
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1991,
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1992,
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1993,
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1994,
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1995,
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1996,
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1997,
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1998,
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1999,
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2000,
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2001,
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2002,
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2003,
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2004,
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2005,3
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2006,3
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2007,3
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2008,3
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2009,3
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2010,3
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2011,3
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2012,3
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2013,3
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2014,3.5
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2015,3.5
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2016,3.5
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2017,3.5
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2018,3.5
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2019,3.5
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2020,3.5
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2021,3.5
Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2022,3.5
